８番らーめん 黒瀬店	〒939-8216 富山県富山市黒瀬北町２丁目２−１１	https://www.google.com/maps/place/%EF%BC%98%E7%95%AA%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E9%BB%92%E7%80%AC%E5%BA%97/@36.6664536,137.2009017,14z/data=!4m8!1m2!2m1!1s%EF%BC%98%E7%95%AA%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E9%BB%92%E7%80%AC%E5%BA%97!3m4!1s0x5ff7902dece6f429:0x5a15d4fda3c2c231!8m2!3d36.6664536!4d137.2009017
大八ラーメン	〒939-2306 富山県富山市八尾町井田５５３８−１	https://www.google.com/maps/place/%E5%A4%A7%E5%85%AB%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3/@36.5937481,137.1483295,14z/data=!4m8!1m2!2m1!1s%E5%A4%A7%E5%85%AB%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3!3m4!1s0x5ff78be8c0232cc1:0x423b62c7f25f45e8!8m2!3d36.5937481!4d137.1483295
らぁめん次元	〒933-0023 富山県高岡市末広町１−８	https://www.google.com/maps/place/%E3%82%89%E3%81%81%E3%82%81%E3%82%93%E6%AC%A1%E5%85%83/@36.7424682,137.01441839999998,14z/data=!4m8!1m2!2m1!1s%E3%82%89%E3%81%81%E3%82%81%E3%82%93%E6%AC%A1%E5%85%83!3m4!1s0x5ff782c787357a25:0x2f7555975f343800!8m2!3d36.7424682!4d137.01441839999998
らーめん 誠や	〒933-0064 富山県高岡市宝町１１−５	https://www.google.com/maps/place/%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E8%AA%A0%E3%82%84/@36.7543303,137.0284433,14z/data=!4m8!1m2!2m1!1s%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E8%AA%A0%E3%82%84!3m4!1s0x5ff79d4f23289c1b:0xff78da8614454bcf!8m2!3d36.7543303!4d137.0284433
煮干しそば 銀	〒939-2254 富山県富山市高内１４９	https://www.google.com/maps/place/%E7%85%AE%E5%B9%B2%E3%81%97%E3%81%9D%E3%81%B0+%E9%8A%80/@36.5768805,137.2075107,14z/data=!4m8!1m2!2m1!1s%E7%85%AE%E5%B9%B2%E3%81%97%E3%81%9D%E3%81%B0+%E9%8A%80!3m4!1s0x5ff78b68e28d7e5f:0xd50a75e4f7c8090e!8m2!3d36.5768805!4d137.2075107
氷見ラーメン	〒935-0017 富山県氷見市丸の内１２−７	https://www.google.com/maps/place/%E6%B0%B7%E8%A6%8B%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3/@36.8558732,136.986542,14z/data=!4m8!1m2!2m1!1s%E6%B0%B7%E8%A6%8B%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3!3m4!1s0x5ff773cd1ef70c4f:0x99c57f741942da4d!8m2!3d36.8558732!4d136.986542
めん八 御旅屋店	〒933-0029 富山県高岡市御旅屋町９−１４	https://www.google.com/maps/place/%E3%82%81%E3%82%93%E5%85%AB+%E5%BE%A1%E6%97%85%E5%B1%8B%E5%BA%97/@36.745053999999996,137.0140253,14z/data=!4m8!1m2!2m1!1s%E3%82%81%E3%82%93%E5%85%AB+%E5%BE%A1%E6%97%85%E5%B1%8B%E5%BA%97!3m4!1s0x5ff782b77be4e829:0xd6b48c104e7095e6!8m2!3d36.745053999999996!4d137.0140253
８番らーめん 小杉店	〒939-0341 富山県射水市三ケ水源町１４９６	https://www.google.com/maps/place/%EF%BC%98%E7%95%AA%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E5%B0%8F%E6%9D%89%E5%BA%97/@36.7230785,137.08715709999998,14z/data=!4m8!1m2!2m1!1s%EF%BC%98%E7%95%AA%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E5%B0%8F%E6%9D%89%E5%BA%97!3m4!1s0x5ff79ca907dc4457:0x716609d5a2c8424!8m2!3d36.7230785!4d137.08715709999998
らーめん とりごま	〒930-0801 富山県富山市中島３丁目５−４３	https://www.google.com/maps/place/%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E3%81%A8%E3%82%8A%E3%81%94%E3%81%BE/@36.7224837,137.2245668,14z/data=!4m8!1m2!2m1!1s%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E3%81%A8%E3%82%8A%E3%81%94%E3%81%BE!3m4!1s0x5ff799da5660ea9b:0x1e5075d5f222bdf5!8m2!3d36.7224837!4d137.2245668
特一ラーメン	〒931-8314 富山県富山市粟島町３丁目４−１	https://www.google.com/maps/place/%E7%89%B9%E4%B8%80%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3/@36.7221411,137.2263286,14z/data=!4m8!1m2!2m1!1s%E7%89%B9%E4%B8%80%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3!3m4!1s0x5ff799f64fe36b47:0xe458e703b63d9fc1!8m2!3d36.7221411!4d137.2263286
博多ラーメン10-1CHI0-（いちお）	〒930-0996 富山県富山市新庄本町１丁目７９−１ タイヨーネオ店内	https://www.google.com/maps/place/%E5%8D%9A%E5%A4%9A%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B310-1CHI0-%EF%BC%88%E3%81%84%E3%81%A1%E3%81%8A%EF%BC%89/@36.7089648,137.2576566,14z/data=!4m8!1m2!2m1!1s%E5%8D%9A%E5%A4%9A%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B310-1CHI0-%EF%BC%88%E3%81%84%E3%81%A1%E3%81%8A%EF%BC%89!3m4!1s0x5ff79722768c20b7:0x306387d1c54dd93d!8m2!3d36.7089648!4d137.2576566
匠軒	〒939-8212 富山県富山市掛尾町３８８	https://www.google.com/maps/place/%E5%8C%A0%E8%BB%92/@36.665774899999995,137.207058,14z/data=!4m8!1m2!2m1!1s%E5%8C%A0%E8%BB%92!3m4!1s0x5ff79032cd33589b:0x9bac1de4215bb581!8m2!3d36.665774899999995!4d137.207058
らーめん 翔龍	〒933-0014 富山県高岡市野村７２２−１	https://www.google.com/maps/place/%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E7%BF%94%E9%BE%8D/@36.747630199999996,137.0374965,14z/data=!4m8!1m2!2m1!1s%E3%82%89%E3%83%BC%E3%82%81%E3%82%93+%E7%BF%94%E9%BE%8D!3m4!1s0x5ff79d35aaaaaaab:0x6ad51e0f3f54285b!8m2!3d36.747630199999996!4d137.0374965
めん丸 新庄銀座店	〒930-0991 富山県富山市新庄銀座３丁目１−５６	https://www.google.com/maps/place/%E3%82%81%E3%82%93%E4%B8%B8+%E6%96%B0%E5%BA%84%E9%8A%80%E5%BA%A7%E5%BA%97/@36.713360099999996,137.2593508,14z/data=!4m8!1m2!2m1!1s%E3%82%81%E3%82%93%E4%B8%B8+%E6%96%B0%E5%BA%84%E9%8A%80%E5%BA%A7%E5%BA%97!3m4!1s0x5ff797e11df5eac1:0xf7fd9ecb7556fd00!8m2!3d36.713360099999996!4d137.2593508
ラーメン 龍希	〒939-8071 富山県富山市上袋１−１００ ６８	https://www.google.com/maps/place/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E9%BE%8D%E5%B8%8C/@36.6605755,137.2106492,14z/data=!4m8!1m2!2m1!1s%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E9%BE%8D%E5%B8%8C!3m4!1s0x5ff791002e929d5d:0x94ffa002e79b2a5f!8m2!3d36.6605755!4d137.2106492
らーめん菜館はじめ	〒933-0826 富山県高岡市佐野１１７４−１	https://www.google.com/maps/place/%E3%82%89%E3%83%BC%E3%82%81%E3%82%93%E8%8F%9C%E9%A4%A8%E3%81%AF%E3%81%98%E3%82%81/@36.7289807,136.99985709999999,14z/data=!4m8!1m2!2m1!1s%E3%82%89%E3%83%BC%E3%82%81%E3%82%93%E8%8F%9C%E9%A4%A8%E3%81%AF%E3%81%98%E3%82%81!3m4!1s0x5ff782f82d86a7ad:0xda5fae809bad031e!8m2!3d36.7289807!4d136.99985709999999
ラーメン 麺家 やす 高岡店	〒933-0838 富山県高岡市北島５７−１	https://www.google.com/maps/place/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E9%BA%BA%E5%AE%B6+%E3%82%84%E3%81%99+%E9%AB%98%E5%B2%A1%E5%BA%97/@36.740406,136.98170299999998,14z/data=!4m8!1m2!2m1!1s%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E9%BA%BA%E5%AE%B6+%E3%82%84%E3%81%99+%E9%AB%98%E5%B2%A1%E5%BA%97!3m4!1s0x5ff78284f333c92b:0x8f43437b70971a54!8m2!3d36.740406!4d136.98170299999998
らーめん餃子専門店 大長	〒933-0856 富山県高岡市鐘紡町５−４０	https://www.google.com/maps/place/%E3%82%89%E3%83%BC%E3%82%81%E3%82%93%E9%A4%83%E5%AD%90%E5%B0%82%E9%96%80%E5%BA%97+%E5%A4%A7%E9%95%B7/@36.7332312,137.008757,14z/data=!4m8!1m2!2m1!1s%E3%82%89%E3%83%BC%E3%82%81%E3%82%93%E9%A4%83%E5%AD%90%E5%B0%82%E9%96%80%E5%BA%97+%E5%A4%A7%E9%95%B7!3m4!1s0x5ff782ef2aad7771:0x2ab39f229bad7e98!8m2!3d36.7332312!4d137.008757
ラーメン めんきち	〒933-0946 富山県高岡市昭和町２丁目１−２１	https://www.google.com/maps/place/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E3%82%81%E3%82%93%E3%81%8D%E3%81%A1/@36.7543526,136.9991013,14z/data=!4m8!1m2!2m1!1s%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E3%82%81%E3%82%93%E3%81%8D%E3%81%A1!3m4!1s0x5ff778079ccd1b69:0x5bb3b8676b000205!8m2!3d36.7543526!4d136.9991013
貪瞋癡(とんじんち)	〒935-0022 富山県氷見市朝日本町１−３０	https://www.google.com/maps/place/%E8%B2%AA%E7%9E%8B%E7%99%A1%28%E3%81%A8%E3%82%93%E3%81%98%E3%82%93%E3%81%A1%29/@36.8557171,136.9863853,14z/data=!4m8!1m2!2m1!1s%E8%B2%AA%E7%9E%8B%E7%99%A1%28%E3%81%A8%E3%82%93%E3%81%98%E3%82%93%E3%81%A1%29!3m4!1s0x5ff773ce89ac4633:0x998aeb05f3fd3d2e!8m2!3d36.8557171!4d136.9863853
